sample_id,biosample,other_sample_id,collaborator_sample_id,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,animal_type,animal_ecomode,Clade_Order,Family,Diet,Diet_Detailed,Habitat,Metamorphosis,Reproduction,sex,svl,weight,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab,temp_code,,,,,,,,,,,,,,,,,,,,,,,,,
STP812,STP812,NA,NA,cryo,wild,fecal,water,Y,Desmognathus monticola,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,42,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP813,STP813,NA,NA,cryo,wild,fecal,water,Y,Desmognathus monticola,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,66,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP814,STP814,NA,NA,cryo,wild,fecal,water,Y,Desmognathus monticola,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,37,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP816,STP816,NA,NA,cryo,wild,fecal,water,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,24.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP817,STP817,NA,NA,cryo,wild,fecal,water,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,33,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP819,STP819,NA,NA,cryo,wild,fecal,water,Y,Desmognathus monticola,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,67.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP820,STP820,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,30.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP821,STP821,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,52.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824,STP824,NA,NA,cryo,wild,fecal,water,Y,Desmognathus abditus,Desmognathus,abditus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,86.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP826,STP826,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,26.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP829,STP829,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,28.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP831,STP831,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,24,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP832,STP832,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,22.5,,5/15/2016,TN,bell,Central Appalachians,Cumberland Mountain Thrust Block,Jakes Creek - GSMNP,36.65211,-83.58163,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP833,STP833,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,36,,5/15/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Sugarland Mountain Trail - GSMNP,35.67183,-83.58019,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP834,STP834,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,40,,5/15/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Sugarland Mountain Trail - GSMNP,35.67183,-83.58019,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP835,STP835,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,28,,5/15/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Sugarland Mountain Trail - GSMNP,35.67183,-83.58019,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP836,STP836,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,28.5,,5/15/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Sugarland Mountain Trail - GSMNP,35.67183,-83.58019,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP839,STP839,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,41,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP840,STP840,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,34,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP841,STP841,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,37.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP842,STP842,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,52.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP843,STP843,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,37.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP844,STP844,NA,NA,cryo,wild,fecal,water,Y,Desmognathus fuscus,Desmognathus,fuscus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,52,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP845,STP845,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,35.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP846,STP846,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,31.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP847,STP847,NA,NA,cryo,wild,fecal,water,Y,Desmognathus wrighti,Desmognathus,wrighti,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,28,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP848,STP848,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,58.5,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP849,STP849,NA,NA,cryo,wild,fecal,water,Y,Desmognathus fuscus,Desmognathus,fuscus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,67,,5/16/2016,TN,blount,Blue Ridge,Southern Metasedimentary Mountains,Abrams Creek - GSMNP,35.60912,-83.93518,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP852,STP852,NA,NA,cryo,wild,fecal,water,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,22.8,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP853,STP853,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,51,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP854,STP854,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,21,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP855,STP855,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,33.8,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP856,STP856,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,51.2,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP857,STP857,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,24.9,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP858,STP858,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,29,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP859,STP859,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP860,STP860,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,38,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP861,STP861,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,28,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP862,STP862,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP863,STP863,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,63,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP864,STP864,NA,NA,cryo,wild,fecal,water,Y,Plethodon dorsalis,Plethodon,dorsalis,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,23,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP865,STP865,NA,NA,cryo,wild,fecal,water,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,27,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP866,STP866,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,27,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP867,STP867,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,35,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP868,STP868,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,21,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP869,STP869,NA,NA,cryo,wild,fecal,water,Y,Eurycea cirrigera,Eurycea,cirrigera,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,36,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP870,STP870,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,24,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP871,STP871,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,23,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP872,STP872,NA,NA,cryo,wild,fecal,water,Y,Desmognathus fuscus,Desmognathus,fuscus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,56,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP873,STP873,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,24,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP875,STP875,NA,NA,cryo,wild,fecal,water,Y,Desmognathus fuscus,Desmognathus,fuscus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,72.5,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP876,STP876,NA,NA,cryo,wild,fecal,water,Y,Desmognathus fuscus,Desmognathus,fuscus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,40,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP877,STP877,NA,NA,cryo,wild,fecal,water,Y,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP878,STP878,NA,NA,cryo,wild,fecal,water,Y,Desmognathus sp.,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,17,,5/17/2016,TN,cocke,Blue Ridge,Southern Metasedimentary Mountains,Cosby Campground - GSMNP,35.78042,-83.21595,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP979,STP979,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/7/2016,TN,putnam,Interior Plateau,Eastern Highland Rim,Canfield Estate near Waterloo Falls,36.29779,-85.47857,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP980,STP980,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/7/2016,TN,putnam,Interior Plateau,Eastern Highland Rim,Canfield Estate near Waterloo Falls,36.29779,-85.47857,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP985,STP985,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/14/2016,TN,overton,Interior Plateau,Eastern Highland Rim,Waterloo Falls,36.30206,-85.46709,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP987,STP987,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/14/2016,TN,overton,Interior Plateau,Eastern Highland Rim,Waterloo Falls,36.30206,-85.46709,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP988,STP988,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/14/2016,TN,overton,Interior Plateau,Eastern Highland Rim,Waterloo Falls,36.30206,-85.46709,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP991,STP991,NA,NA,cryo,wild,fecal,water,Y,Nerodia sipedon,Nerodia,sipedon,Snake,Aquatic,Squamate,Colubridae,Carnivore,"Fish, amphibians",Wetlands,Non-Meta,Ovoviviparous,,NA,,6/14/2016,TN,overton,Interior Plateau,Eastern Highland Rim,Waterloo Falls,36.30206,-85.46709,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1074,STP1074,NA,NA,cryo,wild,fecal,water,Y,Thamnophis sirtalis,Thamnophis,sirtalis,Snake,Aquatic-Terrestrial,Squamate,Colubridae,Carnivore,Carnivore Generalist,Generalist,Non-Meta,Ovoviviparous,,NA,,6/17/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Ramsey's Cascade Trailhead - GSMNP,35.70278,-83.35752,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1153,STP1153,NA,NA,cryo,wild,fecal,water,Y,Agkistrodon piscivorus,Agkistrodon,piscivorus,Snake,Aquatic,Squamate,Viperidae,Carnivore,Carnivore Generalist,Swamps,Non-Meta,Ovoviviparous,,NA,,6/26/2016,GA,clayton,Piedmont,Southern Outer Piedmont,Graham Sr. Estate,33.47066,-84.3832,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1122,STP1122,NA,NA,cryo,wild,fecal,water,Y,Thamnophis sirtalis,Thamnophis,sirtalis,Snake,Aquatic-Terrestrial,Squamate,Colubridae,Carnivore,Carnivore Generalist,Generalist,Non-Meta,Ovoviviparous,,NA,,7/18/2016,TN,sevier,Blue Ridge,Southern Metasedimentary Mountains,Bull Head Trail - GSMNP,35.675722,-83.48719,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
